Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Kyrone Randolph,M,SBD,Raw,32.5,24-34,24-39,MR-O,133.1,120+,290,-305,305,,305,185,195,202.5,,202.5,-260,260,-272.5,,260,767.5,10,426.75,432.32,412.36,85.39,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Rick Burgon,M,SBD,Raw,38,35-39,24-39,MR-O,178.8,120+,280,300,315,,315,152.5,162.5,170,,170,285,307.5,320,,320,805,6,413.56,433.69,405.81,80.32,Yes,Wales,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Paul Kirkbride-Richards,M,SBD,Raw,32.5,24-34,24-39,MR-O,177.4,120+,347.5,367.5,380,,380,210,220,227.5,,227.5,312.5,332.5,352.5,,352.5,960,2,494.17,517.85,484.50,96.03,Yes,England,SM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Adam Crafer,M,SBD,Raw,27.5,24-34,24-39,MR-O,118.1,120,255,-265,265,,265,142.5,-150,-150,,142.5,285,295,302.5,,302.5,710,26,409.95,409.75,392.55,83.11,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jack Bain,M,SBD,Raw,29,24-34,24-39,MR-O,119.1,120,265,285,290,,290,150,160,-165,,160,250,270,282.5,,282.5,732.5,20,421.74,421.88,404.23,85.43,Yes,England,NM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Conner Twiname,M,SBD,Raw,,,,MR-O,116.9,120,245,265,280,,280,140,150,157.5,,157.5,275,295,-310,,295,732.5,19,424.43,423.81,405.90,86.13,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Andy Williams #1,M,SBD,Raw,30,24-34,24-39,MR-O,116.9,120,260,277.5,290,,290,145,155,162.5,,162.5,262.5,282.5,-292.5,,282.5,735,18,425.88,425.26,407.29,86.43,Yes,Wales,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Sam Burgess,M,SBD,Raw,,,,MR-O,119.3,120,245,262.5,270,,270,167.5,177.5,180,,180,265,282.5,295,,295,745,16,428.70,428.90,410.98,86.82,Yes,England,NM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Hussein Waiswa,M,SBD,Raw,,,,MR-O,108.4,120,250,265,280,,280,-157.5,165,-170,,165,285,302.5,-317.5,,302.5,747.5,14,445.19,441.92,422.20,90.94,Yes,England,SM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Alexander Jackson #3,M,SBD,Raw,24.5,24-34,24-39,MR-O,118.4,120,275,292.5,-305,,292.5,232.5,-240,-240,,232.5,292.5,310,315,,315,840,6,484.60,484.48,464.16,98.22,Yes,England,SE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Inderraj Dhillon,M,SBD,Raw,,,,MR-O,120,120,325,340,350,,350,175,182.5,185,,185,355,385,-397.5,,385,920,4,528.36,528.93,506.85,106.95,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Anthony McLaughlin,M,SBD,Raw,26.5,24-34,24-39,MR-O,104.5,105,205,217.5,222.5,,222.5,125,132.5,140,,140,255,270,275,,275,637.5,47,385.22,381.58,364.36,78.88,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Kyle Bruney,M,SBD,Raw,33.5,24-34,24-39,MR-O,103.2,105,217.5,232.5,237.5,,237.5,150,-160,160,,160,265,-285,-300,,265,662.5,46,402.38,398.35,380.36,82.46,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Daniel Miller #2,M,SBD,Raw,27,24-34,24-39,MR-O,101.5,105,220,230,240,,240,167.5,175,182.5,,182.5,255,267.5,-280,,267.5,690,41,422.01,417.48,398.67,86.55,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jordan Grace,M,SBD,Raw,26.5,24-34,24-39,MR-O,102.9,105,225,240,250,,250,155,165,170,,170,255,270,280,,280,700,40,425.67,421.35,402.33,87.24,Yes,England,SM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Luke Baker #1,M,SBD,Raw,,,,MR-O,104.3,105,245,260,270,,270,-167.5,167.5,177.5,,177.5,257.5,-275,-277.5,,257.5,705,36,426.34,422.27,403.22,87.31,Yes,England,SE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Leo Wright #1,M,SBD,Raw,21,20-23,19-23,MR-O,104,105,230,247.5,260,,260,135,145,150,,150,260,280,295,,295,705,35,426.84,422.71,403.63,87.43,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Maxime Findley,M,SBD,Raw,,,,MR-O,104.7,105,230,245,-252.5,,245,142.5,150,157.5,,157.5,270,292.5,305,,305,707.5,34,427.18,423.20,404.10,87.47,Yes,England,NM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jake Britton,M,SBD,Raw,,,,MR-O,101.8,105,-247.5,255,267.5,,267.5,145,155,-165,,155,267.5,277.5,290,,290,712.5,33,435.22,430.61,411.19,89.25,Yes,England,SE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Bill Dunn #4,M,SBD,Raw,29.5,24-34,24-39,MR-O,103.7,105,227.5,240,247.5,,247.5,165,172.5,177.5,,177.5,270,285,295,,295,720,27,436.44,432.16,412.64,89.41,Yes,England,NM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Adam Stanford,M,SBD,Raw,26,24-34,24-39,MR-O,103.5,105,245,260,270,,270,145,152.5,-157.5,,152.5,270,287.5,300,,300,722.5,25,438.30,433.96,414.37,89.80,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Micheal Olorode,M,SBD,Raw,27,24-34,24-39,MR-O,97,105,245,257.5,-260,,257.5,162.5,170,-175,,170,290,305,-312.5,,305,732.5,23,456.99,451.46,431.49,93.89,Yes,England,WM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Nick Ruta,M,SBD,Raw,35.5,35-39,24-39,MR-O,104.02,105,250,260,-265,,260,152.5,157.5,160,,160,290,305,315,,315,735,22,444.97,440.67,420.77,91.14,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Antonino Giuffrida,M,SBD,Raw,,,,MR-O,103.8,105,240,250,255,,255,160,167.5,-170,,167.5,285,305,315,,315,737.5,21,446.87,442.51,422.53,91.54,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Oluseyi Otesanya,M,SBD,Raw,,,,MR-O,100.1,105,245,265,275,,275,140,150,160,,160,300,310,-320,,310,745,17,458.36,453.22,432.87,94.07,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jonathan McGurk,M,SBD,Raw,35.5,35-39,24-39,MR-O,103.5,105,255,267.5,277.5,,277.5,175,185,-190,,185,277.5,290,-302.5,,290,752.5,16,456.50,451.98,431.57,93.53,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Daniel Olaofe,M,SBD,Raw,,,,MR-O,103.8,105,250,265,-275,,265,152.5,157.5,162.5,,162.5,310,330,-340,,330,757.5,15,458.98,454.51,433.99,94.03,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jamie Laidlaw,M,SBD,Raw,,,,MR-O,103.7,105,-265,272.5,-285,,272.5,165,172.5,180,,180,315,340,-360,,340,792.5,11,480.38,475.67,454.20,98.42,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Lewis Bosson,M,SBD,Raw,25.5,24-34,24-39,MR-O,90.5,93,-212.5,-222.5,225,,225,145,-150,152.5,,152.5,227.5,250,262.5,,262.5,640,44,412.68,407.43,390.39,84.85,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Robert Fergus Macfarlane,M,SBD,Raw,26,24-34,24-39,MR-O,92.1,93,215,225,232.5,,232.5,170,180,-185,,180,235,247.5,255,,255,667.5,40,426.70,421.28,403.36,87.74,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Daniel Williams #1,M,SBD,Raw,28.5,24-34,24-39,MR-O,91.6,93,225,237.5,245,,245,140,147.5,152.5,,152.5,260,277.5,-282.5,,277.5,675,38,432.65,427.14,409.07,88.96,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Nathan McNally,M,SBD,Raw,,,,MR-O,90.6,93,227.5,242.5,-250,,242.5,157.5,162.5,-167.5,,162.5,260,280,-285,,280,685,34,441.45,435.83,417.59,90.77,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Sean McGuigann,M,SBD,Raw,,,,MR-O,90.2,93,220,-235,240,,240,135,140,145,,145,260,280,300,,300,685,33,442.43,436.81,418.60,90.97,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Ben Tomlinson,M,SBD,Raw,28.5,24-34,24-39,MR-O,90.7,93,205,217.5,227.5,,227.5,142.5,150,157.5,,157.5,270,290,302.5,,302.5,687.5,32,442.82,437.18,418.86,91.05,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jay Khagan,M,SBD,Raw,,,,MR-O,91.5,93,232.5,242.5,250,,250,147.5,155,157.5,,157.5,267.5,282.5,-292.5,,282.5,690,31,442.50,436.87,418.40,90.99,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Alexander Ayres,M,SBD,Raw,33.5,24-34,24-39,MR-O,89.1,93,240,252.5,262.5,,262.5,160,167.5,172.5,,172.5,250,265,-275,,265,700,29,454.93,449.19,430.69,93.52,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Armin Kamara,M,SBD,Raw,,,,MR-O,91.7,93,277.5,-295,-295,,277.5,150,-157.5,-157.5,,150,-275,275,-280,,275,702.5,28,450.03,444.31,425.49,92.54,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Samuel Hyland,M,SBD,Raw,,,,MR-O,90.1,93,245,260,-270,,260,-140,145,150,,150,280,295,300,,300,710,26,458.83,453.00,434.14,94.34,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Tavis Royer,M,SBD,Raw,26,24-34,24-39,MR-O,91.5,93,235,255,270,,270,142.5,150,155,,155,-270,290,-300,,290,715,25,458.53,452.70,433.56,94.28,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Joel Ofori,M,SBD,Raw,,,,MR-O,92.2,93,240,255,262.5,,262.5,160,167.5,172.5,,172.5,270,290,-305,,290,725,18,463.21,457.33,437.86,95.25,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Morgan Porter-Townsend,M,SBD,Raw,24.5,24-34,24-39,MR-O,92.3,93,-257.5,-257.5,257.5,,257.5,-152.5,152.5,157.5,,157.5,290,310,320,,320,735,16,469.36,463.39,443.65,96.51,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Shubang Nagalotimath,M,SBD,Raw,,,,MR-O,89.7,93,250,265,275,,275,155,160,-165,,160,285,307.5,325,,325,760,11,492.25,486.01,465.86,101.20,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Andrew Masangano,M,SBD,Raw,28.5,24-34,24-39,MR-O,89,93,230,-235,235,,235,170,177.5,182.5,,182.5,320,340,361,,361,778.5,7,506.24,499.85,479.30,104.07,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Matthew Smith #5,M,SBD,Raw,29,24-34,24-39,MR-O,82.4,83,215,225,-232.5,,225,135,140,142.5,,142.5,250,267.5,-275,,267.5,635,17,430.44,425.70,409.63,88.22,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Mohammad Mehdinejad,M,SBD,Raw,26.5,24-34,24-39,MR-O,82.3,83,220,-232.5,-237.5,,220,130,137.5,142.5,,142.5,255,272.5,282.5,,282.5,645,15,437.52,432.72,416.41,89.67,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
James Spencer #1,M,SBD,Raw,23,20-23,19-23,MR-O,82.2,83,205,217.5,227.5,,227.5,142.5,-150,150,,150,260,-275,282.5,,282.5,660,11,448.00,443.11,426.43,91.81,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Christopher La,M,SBD,Raw,,,,MR-O,82.1,83,-227.5,-240,240,,240,155,162.5,170,,170,250,-265,-265,,250,660,10,448.32,443.43,426.76,91.87,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Max Marshall,M,SBD,Raw,,,,MR-O,81.1,83,220,235,-247.5,,235,-130,-142.5,145,,145,255,272.5,282.5,,282.5,662.5,9,453.19,448.45,431.83,92.79,Yes,England,SE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Tom Beall,M,SBD,Raw,30,24-34,24-39,MR-O,81.5,83,230,250,255,,255,140,150,-155,,150,260,280,-287.5,,280,685,7,467.26,462.29,445.06,95.70,Yes,England,SM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Darius Kwong,M,SBD,Raw,29.5,24-34,24-39,MR-O,82.6,83,-260,-260,280,,280,-165,170,180,,180,-255,270,280,,280,740,3,500.93,495.37,476.62,102.69,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Tyri Miller,M,SBD,Raw,24.5,24-34,24-39,MR-O,82.5,83,270,280,287.5,,287.5,-170,-170,170,,170,310,330,-340,,330,787.5,1,533.45,527.55,507.61,109.34,Yes,England,WM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
David Thomas #22,M,SBD,Raw,20,20-23,19-23,MR-O,66.1,74,190,202.5,210,,210,-142.5,-150,-150,,,210,-230,-242.5,,210,,DQ,,,,,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Muna Diokpa,M,SBD,Raw,,,,MR-O,71.9,74,-180,-180,180,,180,135,-140,-140,,135,230,240,245,,245,560,29,413.03,411.30,398.13,83.45,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jay Dela Cruz,M,SBD,Raw,25,24-34,24-39,MR-O,71.4,74,177.5,190,200,,200,117.5,125,-130,,125,215,232.5,240,,240,565,27,418.68,417.12,403.89,84.51,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Daniel Pink,M,SBD,Raw,24.5,24-34,24-39,MR-O,72.4,74,180,195,202.5,,202.5,120,130,135,,135,215,235,-250,,235,572.5,26,420.29,418.34,404.83,85.01,Yes,England,SE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Simon Howarth,M,SBD,Raw,34,24-34,24-39,MR-O,72.7,74,200,207.5,-210,,207.5,125,-130,-130,,125,225,247.5,-252.5,,247.5,580,24,424.63,422.55,408.83,85.94,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Liam Barlow,M,SBD,Raw,27.5,24-34,24-39,MR-O,71.6,74,180,-190,197.5,,197.5,130,135,140,,140,225,235,242.5,,242.5,580,23,428.98,427.31,413.70,86.62,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Joshua Chan #1,M,SBD,Raw,,,,MR-O,73.8,74,-210,215,-220,,215,132.5,140,142.5,,142.5,225,240,247.5,,247.5,605,19,438.58,436.02,421.59,88.94,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Ryan Mycock,M,SBD,Raw,24,24-34,24-39,MR-O,72.9,74,210,-225,-225,,210,140,145,-147.5,,145,245,255,-265,,255,610,18,445.78,443.52,429.07,90.25,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Ehis Izokun,M,SBD,Raw,,,,MR-O,72.3,74,210,225,-235,,225,127.5,135,140,,140,230,250,262.5,,262.5,627.5,12,461.09,459.00,444.20,93.24,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Ayooluwatofunmi Apampa,M,SBD,Raw,,,,MR-O,73.8,74,225,242.5,-255,,242.5,160,167.5,-175,,167.5,280,297.5,-302.5,,297.5,707.5,3,512.89,509.89,493.02,104.01,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jeriel Ho,M,SBD,Raw,24.5,24-34,24-39,MR-O,65.1,66,-180,180,-192.5,,180,120,130,140,,140,220,-235,-235,,220,540,12,427.46,428.86,417.00,84.79,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Matt Smith #1,M,SBD,Raw,30.5,24-34,24-39,MR-O,65.1,66,190,197.5,202.5,,202.5,120,125,-127.5,,125,250,-257.5,-257.5,,250,577.5,9,457.15,458.64,445.96,90.68,Yes,England,WM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Emmanuel Antwi,M,SBD,Raw,,,,MR-O,64.3,66,-187.5,195,210,,210,127.5,135,142.5,,142.5,217.5,235,-250,,235,587.5,8,469.44,471.46,458.70,92.86,Yes,England,SE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Tsz King Wan,M,SBD,Raw,31.5,24-34,24-39,MR-O,66,66,200,-215,220,,220,120,127.5,132.5,,132.5,225,240,-252.5,,240,592.5,6,464.24,465.23,452.07,92.36,Yes,England,WM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Kurt Alibusa,M,SBD,Raw,19.5,20-23,19-23,MR-O,58.7,59,165,175,180,,180,115,122.5,-125,,122.5,175,187.5,-197.5,,187.5,490,4,421.17,426.44,416.95,81.30,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Mike Baloro,M,SBD,Raw,,,,MR-O,58.5,59,162.5,170,172.5,,172.5,95,100,105,,105,197.5,207.5,215,,215,492.5,3,424.54,429.99,420.50,81.87,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Gibson Goze,M,SBD,Raw,24.5,24-34,24-39,MR-O,59,59,162.5,170,-175,,170,102.5,107.5,-112.5,,107.5,190,205,217.5,,217.5,495,2,423.66,428.76,419.08,81.91,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jennifer Payet,F,SBD,Raw,31,24-34,24-39,FR-O,118.3,84+,162.5,-170,-175,,162.5,92.5,97.5,-100,,97.5,162.5,-172.5,-172.5,,162.5,422.5,14,340.39,338.72,287.25,72.60,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jessica Hughes,F,SBD,Raw,,,,FR-O,171.6,84+,165,175,190,,190,75,85,-92.5,,85,165,180,-190,,180,455,12,350.69,349.51,286.32,75.24,Yes,England,SM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Hollie Tobun,F,SBD,Raw,,,,FR-O,90.3,84+,175,185,195,,195,102.5,110,-115,,110,170,180,200,,200,505,6,449.56,435.75,378.64,92.89,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Schahrazade Halfaoui,F,SBD,Raw,30,24-34,24-39,FR-O,103.9,84+,-210,210,220,,220,75,80,-90,,80,190,200,207.5,,207.5,507.5,5,426.84,418.13,357.42,89.62,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Toyosi Omotoso,F,SBD,Raw,,,,FR-O,100.9,84+,210,225,235,,235,105,112.5,117.5,,117.5,235,247.5,263,,263,615.5,2,523.42,511.13,438.60,109.51,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Ebi Akhilomen,F,SBD,Raw,,,,FR-O,81.8,84,-147.5,-152.5,-152.5,,,72.5,77.5,-82.5,,77.5,187.5,-197.5,-197.5,,187.5,,DQ,,,,,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Carly Dalton,F,SBD,Raw,29,24-34,24-39,FR-O,83.3,84,145,-152.5,152.5,,152.5,67.5,72.5,75,,75,160,170,-175,,170,397.5,17,367.22,355.96,311.38,75.32,Yes,UK,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Kelsey English,F,SBD,Raw,24,24-34,24-39,FR-O,79.9,84,150,155,-160,,155,85,-90,-90,,85,160,170,-180,,170,410,15,386.56,375.42,329.26,79.03,Yes,England,SE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Samantha Crebo,F,SBD,Raw,28,24-34,24-39,FR-O,82.8,84,135,145,-152.5,,145,67.5,72.5,75,,75,175,187.5,197.5,,197.5,417.5,14,386.82,375.03,328.20,79.30,Yes,England,SM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Xyra CJ Bation,F,SBD,Raw,,,,FR-O,81.8,84,160,167.5,-170,,167.5,85,87.5,-90,,87.5,180,187.5,-190,,187.5,442.5,9,412.40,400.02,350.35,84.46,Yes,England,NW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Zara Anwar,F,SBD,Raw,29,24-34,24-39,FR-O,79.6,84,147.5,160,170,,170,80,85,87.5,,87.5,172.5,185,-190,,185,442.5,8,417.99,406.03,356.18,85.44,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Rukayat Odusola,F,SBD,Raw,,,,FR-O,82.1,84,-180,-180,180,,180,65,70,-75,,70,200,210,215,,215,465,6,432.60,419.55,367.36,88.62,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Lauren Williamson,F,SBD,Raw,25,24-34,24-39,FR-O,83.2,84,160,170,177.5,,177.5,87.5,92.5,95,,95,175,187.5,195,,195,467.5,5,432.14,418.91,366.47,88.62,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Skye Gordon,F,SBD,Raw,23.5,24-34,24-39,FR-O,73.7,76,142.5,150,-155,,150,-67.5,-70,-70,,,145,152.5,157.5,,157.5,,DQ,,,,,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Hayleigh Barber,F,SBD,Raw,,,,FR-O,74.7,76,135,140,-142.5,,140,72.5,77.5,-80,,77.5,147.5,155,162.5,,162.5,380,33,370.90,362.15,318.62,75.54,Yes,England,NM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Lisa Blum,F,SBD,Raw,,,,FR-O,73.5,76,125,132.5,140,,140,75,80,-85,,80,150,160,-167.5,,160,380,32,374.12,365.92,322.11,76.15,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Sam Henderson #5,F,SBD,Raw,38,35-39,24-39,FR-O,70.1,76,135,145,-150,,145,-75,75,77.5,,77.5,150,160,-170,,160,382.5,31,386.50,380.15,335.09,78.56,Yes,England,EM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Elisabeth Welburn,F,SBD,Raw,29.5,24-34,24-39,FR-O,76,76,122.5,127.5,132.5,,132.5,65,70,-72.5,,70,170,182.5,187.5,,187.5,390,30,377.22,367.72,323.29,76.89,Yes,England,GL,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Jenna Elise Tweddle,F,SBD,Raw,,,,FR-O,75,76,125,132.5,137.5,,137.5,72.5,77.5,80,,80,162.5,170,172.5,,172.5,390,29,379.85,370.75,326.13,77.38,Yes,England,YNE,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Hannah Phillips,F,SBD,Raw,,,,FR-O,71.2,76,130,137.5,-142.5,,137.5,80,85,-87.5,,85,147.5,157.5,167.5,,167.5,390,27,390.68,383.52,337.92,79.44,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Abbie Dolly,F,SBD,Raw,25,24-34,24-39,FR-O,74.8,76,137.5,145,152.5,,152.5,77.5,82.5,85,,85,152.5,165,172.5,,172.5,410,20,399.90,390.42,343.46,81.45,Yes,England,WM,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Charlotte Sidaway,F,SBD,Raw,,,,FR-O,74.4,76,142.5,150,-155,,150,-95,100,102.5,,102.5,-152.5,160,-165,,160,412.5,18,403.48,394.13,346.80,82.16,Yes,England,SW,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
Agne Zasinaite,F,SBD,Raw,29.5,24-34,24-39,FR-O,75.7,76,142.5,152.5,-157.5,,152.5,80,85,-87.5,,85,160,170,180,,180,417.5,16,404.65,394.61,346.99,82.47,Yes,Scotland,,BP,IPF,2024-11-21,England,,Wolverhampton,British Open Classic Powerlifting Championships,Yes
